id,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
1,"Fruits & Vegetables",Onion,25,16,3,21,1000,FALSE,1
2,"Fruits & Vegetables","Sponge Gourd",25,16,2,21,300,FALSE,300
3,"Fruits & Vegetables","Tomato Hybrid",42,16,3,35,1000,FALSE,1
4,"Fruits & Vegetables","Zama Organics Carrot",20,15,3,17,250,FALSE,250
5,"Fruits & Vegetables","Tender Coconut",51,15,3,43,58,FALSE,1
6,"Fruits & Vegetables","Coriander Leaves",20,15,3,17,100,FALSE,100
7,"Fruits & Vegetables","Safal Frozen - Mixed Vegetables",110,4,2,105,1000,FALSE,1
8,"Fruits & Vegetables","Zama Organics Sweet Potato",37,16,3,31,250,FALSE,250
9,"Fruits & Vegetables","Ladies Finger ",14,14,3,12,250,FALSE,250
10,"Fruits & Vegetables",Beetroot,16,18,3,13,500,FALSE,500
11,"Fruits & Vegetables",Potato,35,17,3,29,1000,FALSE,1
12,"Fruits & Vegetables",Lemon,75,16,3,63,200,FALSE,200
13,"Fruits & Vegetables",Capsicum,26,19,3,21,500,FALSE,500
14,"Fruits & Vegetables",Carrot,19,21,3,15,500,FALSE,500
15,"Fruits & Vegetables","Watermelon ",58,15,3,49,58,FALSE,1
16,"Fruits & Vegetables","Capsicum Green ",23,17,3,19,250,FALSE,250
17,"Fruits & Vegetables","Chilli Green ",19,15,3,16,100,FALSE,100
18,"Fruits & Vegetables",Garlic,17,23,3,13,200,FALSE,200
19,"Fruits & Vegetables",Carrot,13,15,0,11,250,TRUE,200
20,"Fruits & Vegetables",Beetroot,11,18,0,9,250,TRUE,250
21,"Fruits & Vegetables","Banana Robusta",29,17,3,24,348,FALSE,6
22,"Fruits & Vegetables","Garlic Indian ",11,18,3,9,100,FALSE,100
23,"Fruits & Vegetables","Moong Sprouts",35,17,0,29,200,TRUE,200
24,"Fruits & Vegetables","Safal Frozen Mixed Vegetables",60,5,0,57,500,TRUE,500
25,"Fruits & Vegetables","Safal Frozen Corn",41,4,0,39,200,TRUE,200
26,"Fruits & Vegetables","Safal Frozen - Sweet Corn",160,5,0,152,1000,TRUE,1
27,"Cooking Essentials","Maggi 2 Minute Masala Noodles",12,0,6,12,70,FALSE,70
28,"Cooking Essentials","iD Idli & Dosa Batter ",80,15,6,68,1000,FALSE,1
29,"Cooking Essentials","Tata Salt",24,0,6,24,1000,FALSE,1
30,"Cooking Essentials","Arden Eggs White",97,0,4,97,696,FALSE,12
31,"Cooking Essentials","Arden Eggs White",65,15,4,55,348,FALSE,6
32,"Cooking Essentials","Fortune Sunlite Refined Sunflower (Pouch)",230,4,6,219,1000,FALSE,1
33,"Cooking Essentials","Aashirvaad Superior MP Atta",250,2,6,245,5000,FALSE,5
34,"Cooking Essentials","Amul Pure Ghee (Pouch)",255,2,6,249,500,FALSE,500
35,"Cooking Essentials","Arden Eggs Brown",85,7,4,79,348,FALSE,6
36,"Cooking Essentials","Tata Salt Lite",40,10,6,36,1000,FALSE,1
37,"Cooking Essentials","Saffola Gold Oil (Pouch)",215,0,6,215,1000,FALSE,1
38,"Fruits & Vegetables",Cauliflower,26,15,3,22,58,FALSE,1
39,"Fruits & Vegetables",Ginger,14,14,3,12,200,FALSE,200
40,"Fruits & Vegetables",Spinach,19,15,3,16,250,FALSE,250
41,"Fruits & Vegetables",Muskmelon,42,16,3,35,58,FALSE,1
42,"Fruits & Vegetables","Cabbage ",15,13,3,13,58,FALSE,1
43,"Fruits & Vegetables",Methi,30,16,3,25,250,FALSE,250
44,"Fruits & Vegetables",Broccoli,36,16,3,30,500,FALSE,500
45,"Fruits & Vegetables",Sapota,30,16,3,25,348,FALSE,6
46,"Fruits & Vegetables",Onion,68,16,3,57,3000,FALSE,3
47,"Fruits & Vegetables",Potato,100,16,3,84,3000,FALSE,3
48,"Fruits & Vegetables","Orange Nagpur",82,15,3,69,232,FALSE,4
49,"Fruits & Vegetables","Mint Leaves ",11,18,3,9,100,FALSE,100
50,"Fruits & Vegetables","Beans French",33,15,3,28,250,FALSE,250
51,"Fruits & Vegetables","Bottle Gourd ",26,15,3,22,58,FALSE,1
52,"Fruits & Vegetables","Banana Elaichi ",58,15,3,49,348,FALSE,6
53,"Fruits & Vegetables","Coconut Big",36,16,3,30,58,FALSE,1
54,"Fruits & Vegetables","Curry Leaves",13,15,3,11,50,FALSE,50
55,"Fruits & Vegetables","Brinjal Bharta",19,15,3,16,58,FALSE,1
56,"Fruits & Vegetables","Lettuce Iceberg",25,16,3,21,250,FALSE,250
57,"Fruits & Vegetables",Papaya,54,16,3,45,58,FALSE,1
58,"Fruits & Vegetables","Apple Shimla",142,16,3,119,232,FALSE,4
59,"Fruits & Vegetables","Bitter Gourd",18,16,3,15,250,FALSE,250
60,"Fruits & Vegetables","Brinjal Small",18,16,3,15,250,FALSE,250
61,"Fruits & Vegetables","Sweet Corn",36,16,3,30,116,FALSE,2
62,"Fruits & Vegetables","Spring Onion ",18,16,3,15,250,FALSE,250
63,"Fruits & Vegetables","Bell Peppers Red & Yellow ",118,16,3,99,116,FALSE,2
64,"Fruits & Vegetables","Pomegranate ",106,16,3,89,116,FALSE,2
65,"Fruits & Vegetables","Sweet Lime",30,16,3,25,116,FALSE,2
66,"Fruits & Vegetables","Baby Potato",19,15,3,16,500,FALSE,500
67,"Fruits & Vegetables",Coccinia,32,15,3,27,250,FALSE,250
68,"Fruits & Vegetables",Guava,54,16,3,45,232,FALSE,4
69,"Fruits & Vegetables","Apple Washington",177,15,3,149,232,FALSE,4
70,"Fruits & Vegetables",Amla,32,15,3,27,250,FALSE,250
71,"Fruits & Vegetables","Beans Cluster",30,16,3,25,250,FALSE,250
72,"Fruits & Vegetables","Apple Royal Gala",189,15,3,159,232,FALSE,4
73,"Fruits & Vegetables","Chilli Bhaji",30,16,3,25,250,FALSE,250
74,"Fruits & Vegetables","Lettuce Green",23,17,3,19,100,FALSE,100
75,"Fruits & Vegetables","Baby Corn Peeled",35,17,3,29,250,FALSE,250
76,"Fruits & Vegetables","Mixed Sprouts",35,17,3,29,200,FALSE,200
77,"Fruits & Vegetables","Zucchini Green",35,17,3,29,250,FALSE,250
78,"Fruits & Vegetables","Beans Broad",42,16,3,35,250,FALSE,250
79,"Fruits & Vegetables","Raw Banana",20,15,6,17,500,FALSE,500
80,"Fruits & Vegetables","Colocasia ",29,17,6,24,500,FALSE,500
81,"Fruits & Vegetables","Tomato Cherry ",35,17,3,29,200,FALSE,200
82,"Fruits & Vegetables","Sweet Potato ",38,15,3,32,500,FALSE,500
83,"Fruits & Vegetables","Pineapple Slice",89,15,3,75,200,FALSE,200
84,"Fruits & Vegetables",Orange,54,16,3,45,116,FALSE,2
85,"Fruits & Vegetables","Dragon Fruit Imported",70,15,3,59,58,FALSE,1
86,"Fruits & Vegetables","Zucchini Yellow",42,16,3,35,250,FALSE,500
87,"Fruits & Vegetables","Apple Kinnaur",142,16,6,119,232,FALSE,4
88,"Fruits & Vegetables",Pineapple,94,15,3,79,58,FALSE,1
89,"Fruits & Vegetables",Basil,20,15,3,17,100,FALSE,100
90,"Fruits & Vegetables",Parsley,17,17,3,14,100,FALSE,100
91,"Fruits & Vegetables","Ridge Gourd",30,16,3,25,500,FALSE,500
92,"Fruits & Vegetables","Papaya Cut",46,15,3,39,200,FALSE,200
93,"Fruits & Vegetables","Pomegranate Peeled",58,15,2,49,100,FALSE,100
94,"Fruits & Vegetables","Pear Green Imported",82,15,3,69,116,FALSE,2
95,"Fruits & Vegetables","Guava Thai",70,15,3,59,116,FALSE,2
96,"Fruits & Vegetables","Lettuce Red",20,15,3,17,100,FALSE,100
97,"Fruits & Vegetables","Mango Raw",60,16,3,50,500,FALSE,500
98,"Fruits & Vegetables","Biryani /Pulav Mix",58,15,3,49,250,FALSE,250
99,"Fruits & Vegetables","Banana Nendran",54,16,6,45,500,FALSE,500
100,"Fruits & Vegetables","Pumpkin Cut",30,16,3,25,200,FALSE,200
101,"Fruits & Vegetables","Banana Red",54,16,6,45,500,FALSE,500
102,"Fruits & Vegetables","Radish White",23,17,6,19,500,FALSE,500
103,"Fruits & Vegetables","Avocado Indian Premium",177,15,3,149,58,FALSE,1
104,"Fruits & Vegetables","Banana Leaf",12,16,2,10,58,FALSE,1
105,"Cooking Essentials","Dhara Filtered Groundnut Oil (Jar)",1050,1,6,1035,5000,FALSE,5
106,"Cooking Essentials","Pillsbury Choco Chip Pancake Mix",99,5,6,94,165,FALSE,165
107,"Cooking Essentials","Hershey's Caramel Syrup",230,0,1,230,623,FALSE,623
108,"Cooking Essentials","Pillsbury Multi Grain Atta",60,6,3,56,1000,FALSE,1
109,"Cooking Essentials","McCain New Mini Samosa with Cheese Corn Style Filling",120,1,2,118,240,FALSE,240
110,"Cooking Essentials","Satyam Puffed Rice Kurmura (A)",43,0,6,43,200,FALSE,200
111,"Cooking Essentials","MTR 3 Min Poha",25,0,6,25,60,FALSE,60
112,"Cooking Essentials","Ching's Manchurian Instant Noodles",15,0,5,15,60,FALSE,60
113,"Cooking Essentials","Everest Pav Bhaji Masala",70,0,2,70,100,FALSE,100
114,"Cooking Essentials","Hershey's Chocolate Flavour Syrup",220,6,6,205,623,FALSE,680
115,"Cooking Essentials","Popular Essentials Dhania (Coriander Seeds)",55,16,4,46,200,FALSE,200
116,"Cooking Essentials","24 Mantra Red Chilly Whole",70,7,1,65,100,FALSE,100
117,"Cooking Essentials","Dabur Honey - World's No.1",120,0,6,120,250,FALSE,250
118,"Cooking Essentials","24 Mantra Organic Puffed Rice",40,2,6,39,200,FALSE,200
119,"Cooking Essentials","24 Mantra Organic Wheat Daliya ",48,2,2,47,500,FALSE,500
120,"Cooking Essentials","24 Mantra Organic Ragi Flour",65,20,4,52,500,FALSE,500
121,"Cooking Essentials","Popular Essentials Cinnamon Whole (Dalchini)",35,5,6,33,25,FALSE,25
122,"Cooking Essentials","Sundrop Super Lite Advanced - Sunflower Oil",215,0,4,215,1000,FALSE,1
123,"Cooking Essentials","Pillsbury Atta/Godihittu - Chakki Fresh",102,7,4,94,2000,FALSE,2
124,"Cooking Essentials","Popular Essentials Green Moong Chilka/Chilka (Un-Polished)",85,7,5,79,500,FALSE,500
125,"Cooking Essentials","Popular Essentials HMT Kolam Steam",75,0,3,75,1000,FALSE,1
126,"Cooking Essentials","Popular Essentials Black Urad Split",80,10,4,72,500,FALSE,500
127,"Cooking Essentials","Keya Oregano",109,10,5,98,9,FALSE,9
128,"Cooking Essentials","Popular Essentials Pink Rajma",100,10,6,90,500,FALSE,500
129,"Cooking Essentials","Everest Chicken Masala",74,2,6,72,100,FALSE,100
130,"Cooking Essentials","Popular Essentials HMT Kolam Steam",370,10,6,333,5000,FALSE,5
131,"Cooking Essentials","Everest Shahi Paneer Masala",42,4,5,40,50,FALSE,50
132,"Cooking Essentials","Godrej Yummiez Chicken Nuggets",325,9,1,293,500,FALSE,500
133,"Cooking Essentials","Flying Bird Vanilla Essence",35,2,6,34,20,FALSE,20
134,"Cooking Essentials","Everest Sabji Masala",30,3,6,29,50,FALSE,50
135,"Cooking Essentials","Popular Essentials Californian Almond",695,32,6,470,500,FALSE,500
136,"Cooking Essentials","Cornitos Cornitos Taco Shells - 4 Inches",110,20,6,88,80,FALSE,80
137,"Cooking Essentials","Everest Rajma Masala",33,3,5,32,50,FALSE,50
138,"Cooking Essentials","Popular Essentials White Til",40,5,1,38,100,FALSE,100
139,"Cooking Essentials","Amul Dark Compound Chocolate Slab",125,2,6,122,500,FALSE,500
140,"Cooking Essentials","Mothers Recipe Papad Chana Masala",79,10,6,71,200,FALSE,200
141,"Cooking Essentials","Ching's Schezwan Masala Instant Noodles",60,0,1,60,240,FALSE,240
142,"Cooking Essentials","Amul Milk Compound Chocolate Slab",110,2,6,107,500,FALSE,500
143,"Cooking Essentials","Eastern Chicken Masala",70,7,3,65,100,FALSE,100
144,"Cooking Essentials","Popular Essentials Methi Seeds",25,0,5,25,100,FALSE,100
145,"Cooking Essentials","Saffola Yummy Masala Noodles ",20,0,2,20,46,FALSE,46
146,"Cooking Essentials","Cadbury Hot Chocolate",175,5,6,166,200,FALSE,200
147,"Cooking Essentials","Ching's Chicken Chilli Masala",10,0,6,10,20,FALSE,20
148,"Cooking Essentials","Dabur Keora water - Authentic flavour for Biryani's and Desserts",62,6,6,58,250,FALSE,250
149,"Cooking Essentials","Popular Essentials Black Cardamom/Elaichi ",100,10,6,90,50,FALSE,50
150,"Cooking Essentials","Popular Essentials Idli Rice",60,10,4,54,1000,FALSE,1
151,"Cooking Essentials","Everest Chole Masala",33,3,1,32,50,FALSE,50
152,"Cooking Essentials","Dabur Hommade Tamarind Paste",48,6,6,45,200,FALSE,200
153,"Cooking Essentials","Popular Essentials Cooking Soda",30,10,6,27,200,FALSE,200
154,"Cooking Essentials","RRO Primio Refined Groundnut Oil Pet Bottle",255,6,2,239,1000,FALSE,1
155,"Cooking Essentials","Everest Pani Puri Masala",31,3,6,30,50,FALSE,50
156,"Cooking Essentials","Nissin Cup Noodles Tangy Tomato",50,10,2,45,70,FALSE,70
157,"Cooking Essentials","Ching's Veg Manchurian Masala",10,0,2,10,20,FALSE,20
158,"Cooking Essentials","Ceres Foods Fish Mustard Instant Liquid Masala",220,50,6,110,200,FALSE,200
159,"Cooking Essentials","Everest Garam Masala",158,10,6,142,200,FALSE,200
160,"Cooking Essentials","24 Mantra Organic Jowar Flour",70,7,6,65,500,FALSE,500
161,"Cooking Essentials","Maggi Coconut Milkpowder",100,0,6,100,100,FALSE,100
162,"Cooking Essentials","On1y Pepper Grinder",159,9,1,144,50,FALSE,50
163,"Cooking Essentials","Popular Essentials Rice Flour",60,0,3,60,1000,FALSE,1
164,"Cooking Essentials","Sunfeast Yippee! Pasta Treat - Sour Cream Onion",28,10,1,25,65,FALSE,65
165,"Cooking Essentials","24 Mantra Organic Brown Sona Masoori Rice",95,0,6,95,1000,FALSE,1
166,"Cooking Essentials","Happilo Premium Afghani Anjeer",365,29,2,256,200,FALSE,200
167,"Cooking Essentials","Popular Essentials Chiroti Sooji",35,2,6,34,500,FALSE,500
168,"Cooking Essentials","RRO Til Dil Premium Til Oil Bottle",330,10,5,294,1000,FALSE,1
169,"Cooking Essentials","Popular Essentials Red Rajma",90,10,6,81,500,FALSE,500
170,"Cooking Essentials","Cornitos Peanut - Premium Salted ",120,10,6,108,150,FALSE,150
171,"Cooking Essentials","Popular Essentials Black Pepper",100,10,5,90,100,FALSE,100
172,"Cooking Essentials","24 Mantra Organic Tur Dal - Split",130,7,6,120,500,FALSE,500
173,"Cooking Essentials","Sugarfree Gold Low Calorie Sweetner",65,6,3,61,110,FALSE,100
174,"Cooking Essentials","Ching's Secret Paneer Chilli Masala",10,0,2,10,20,FALSE,20
175,"Cooking Essentials","Dabur Honey ",220,7,3,204,500,FALSE,500
176,"Cooking Essentials","Sunfeast Yippee! Pasta Treat - Sour Cream Onion",28,17,3,23,65,FALSE,65
177,"Cooking Essentials","Everest Tea Masala",55,9,2,50,50,FALSE,50
178,"Cooking Essentials","Ching's Paneer Chilli Masala",44,0,4,44,60,FALSE,60
179,"Cooking Essentials","Sunfeast YiPPee! Magic Masala Noodles",70,10,3,63,405,FALSE,405
180,"Cooking Essentials","Everest Meat Masala Powder",74,9,3,67,100,FALSE,100
181,"Cooking Essentials","Pillsbury Atta With Multigrains Wheat Grains",295,16,6,245,5000,FALSE,5
182,"Cooking Essentials","Mother's Recipe Tamarind Paste",50,2,6,49,200,FALSE,200
183,"Cooking Essentials","Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy",49,8,6,45,200,FALSE,200
184,"Cooking Essentials","Popular Essentials Cloves (Lavang)",75,17,6,62,50,FALSE,50
185,"Cooking Essentials","Sunfeast Yippee! Power Up Atta Noodles",96,15,6,81,280,FALSE,280
186,"Cooking Essentials","Suhana Paneer Tikka Masala Mix",40,5,6,38,50,FALSE,50
187,"Cooking Essentials","24 Mantra Turmeric Powder",35,2,6,34,100,FALSE,100
188,"Cooking Essentials","24 Mantra Super Grain Quinoa",190,0,4,190,500,FALSE,500
189,"Cooking Essentials","Everest Powder - Egg Curry Masala",40,2,6,39,50,FALSE,50
190,"Cooking Essentials","Popular Essentials Pe Shah Jeera ",60,15,6,51,50,FALSE,50
191,"Cooking Essentials","24 Mantra Organic Sattu Atta",95,0,6,95,500,FALSE,500
192,"Cooking Essentials","Smith & Jones Pasta Masala",46,0,6,46,54,FALSE,54
193,"Cooking Essentials","Weikfield Vanilla Custard Powder",142,9,3,128,500,FALSE,500
194,"Cooking Essentials","Sugarfree Natura Low Calorie Sweetner ",300,10,3,270,42,FALSE,42
195,"Cooking Essentials","Pillsbury Vanilla Custard Powder",37,2,6,36,100,FALSE,100
196,"Cooking Essentials","24 Mantra Organic Rajma",145,0,6,145,500,FALSE,500
197,"Cooking Essentials","Popular Essentials Broken Wheat/Daliya",35,2,6,34,500,FALSE,500
198,"Cooking Essentials","Zorabian Chicken Smoked Ham",205,5,1,194,250,FALSE,250
199,"Cooking Essentials","Smith & Jones Peri Peri Masala",99,0,6,99,75,FALSE,75
200,"Cooking Essentials","Saffola Veggie Twist Masala Oats",195,12,2,171,500,FALSE,500
201,"Cooking Essentials","Popular Essentials Urad Dal Split (Un-Polished)",85,9,5,77,500,FALSE,500
202,"Cooking Essentials","Weikfield Baking Powder",22,0,6,22,50,FALSE,50
203,"Cooking Essentials","Popular Essentials Bajra Whole",65,13,6,56,1000,FALSE,1
204,"Cooking Essentials","Weikfield Veg Jelly Crystals - Strawberry",45,2,6,44,90,FALSE,90
205,"Cooking Essentials","Weikfield Veg Jelly Crystals - Raspberry",45,2,6,44,90,FALSE,90
206,"Cooking Essentials","Popular Essentials Masoor Dal Split (Un-Polished)",70,10,4,63,500,FALSE,500
207,"Cooking Essentials","Popular Essentials Ajwain Whole",50,12,2,44,100,FALSE,100
208,"Cooking Essentials","Popular Essentials Pista Salted (With Shell)",470,21,5,371,250,FALSE,250
209,"Cooking Essentials","The Bake Shop Bread Crumbs",50,6,3,47,400,FALSE,400
210,"Cooking Essentials","Popular Essentials Horse Gram",40,10,4,36,500,FALSE,500
211,"Cooking Essentials","Hershey's Chocolate Syrup",95,0,4,95,200,FALSE,200
212,"Cooking Essentials","Godrej Yummiez Chilli Chicken Sausages ",160,10,3,144,250,FALSE,250
213,"Cooking Essentials","Everest Kasuri Methi",25,0,6,25,25,FALSE,25
214,"Cooking Essentials","Satyam Makhana",208,0,6,208,100,FALSE,100
215,"Cooking Essentials","Everest Tandoori Chicken Masala",39,2,5,38,50,FALSE,50
216,"Cooking Essentials","Weikfield Falooda Mix - Kesar Pista",49,2,3,48,200,FALSE,200
217,"Cooking Essentials","Weikfield Cocoa Powder",70,7,6,65,50,FALSE,50
218,"Cooking Essentials","Pantai Coconut Cream",150,4,4,143,400,FALSE,400
219,"Cooking Essentials","Popular Essentials Coriander Seeds",15,0,5,15,50,FALSE,50
220,"Cooking Essentials","Ching's Singapore Curry Instant Noodles",60,0,4,60,240,FALSE,240
221,"Cooking Essentials","Eastern Fish Masala",48,2,5,47,100,FALSE,100
222,"Cooking Essentials","Pillsbury Atta/Godihittu - Chakki Fresh",275,0,6,275,5000,FALSE,5
223,"Cooking Essentials","Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",215,9,4,194,1000,FALSE,1
224,"Cooking Essentials","Everest Dry Ginger Powder",75,9,4,68,100,FALSE,100
225,"Cooking Essentials","Pillsbury Cooker Cake Mix - Choco",100,11,6,89,159,FALSE,159
226,"Cooking Essentials","Hersheys Chocolate Almond Syrup",200,0,2,200,450,FALSE,450
227,"Cooking Essentials","Satyam Nighties Spices  Chilli Pandi",56,7,5,52,100,FALSE,100
228,"Cooking Essentials","Popular Essentials Popular Essential Pista Salted (With Shell)",190,10,6,171,100,FALSE,100
229,"Cooking Essentials","Godrej Yummiez Chicken Punjabi Tikka ",295,9,6,266,360,FALSE,360
230,"Cooking Essentials","Popular Essentials Rozana Sona Masuri Raw Rice",350,10,5,312,5000,FALSE,5
231,"Cooking Essentials","24 Mantra Mustard Oil (Cold Pressed) ",350,10,6,312,1000,FALSE,1
232,"Cooking Essentials","24 Mantra Organic Black Pepper",170,7,6,157,100,FALSE,100
233,"Cooking Essentials","Popular Essentials Green Moong Whole",90,16,3,75,500,FALSE,500
234,"Cooking Essentials","24 Mantra Organic Masoor Dal - Split",95,7,6,88,500,FALSE,500
235,"Cooking Essentials","Praakritik Organic Natural Rock Salt",60,6,3,56,500,FALSE,500
236,"Cooking Essentials","24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle",390,11,5,347,1000,FALSE,1
237,"Cooking Essentials","Ching's Secret Instant Noodles, Hot Garlic",60,0,4,60,240,FALSE,240
238,"Cooking Essentials","Saffola Everyday Peppy Tomato Masala Oats",195,12,6,171,500,FALSE,500
239,"Cooking Essentials","Dabur 100% Pure Honey - Worlds No.1",430,10,6,387,1000,FALSE,1
240,"Cooking Essentials","Popular Essentials Star Anise",70,10,5,63,25,FALSE,25
241,"Cooking Essentials","Ching's Secret Chicken 65 Masala - Chicken",10,0,5,10,20,FALSE,20
242,"Cooking Essentials","Cadbury Cocoa Powder",223,5,6,211,150,FALSE,150
243,"Cooking Essentials","Praakritik Natural Desi Gir Cow A2 Ghee",1450,10,6,1305,540,FALSE,540
244,"Cooking Essentials","Praakritik Organic Poha",120,6,5,112,500,FALSE,500
245,"Cooking Essentials","Praakritik Organic Natural Wild Forest Honey",160,6,4,150,200,FALSE,200
246,"Cooking Essentials","Popular Essentials Dry Dates (Kharak)",140,15,6,118,250,FALSE,250
247,"Cooking Essentials","Popular Essentials Kashmiri Red Rajma",95,6,4,89,500,FALSE,500
248,"Cooking Essentials","Dabur Hommade - Garlic Paste",50,6,6,47,200,FALSE,200
249,"Cooking Essentials","Dabur 100% Pure Honey",330,10,1,297,400,FALSE,400
250,"Cooking Essentials","Ching's Schezwan Fried Rice(Miracle Masala)",44,0,5,44,60,FALSE,60
251,"Cooking Essentials","Everest Tandoori Chicken Masala",74,9,3,67,100,FALSE,100
252,"Cooking Essentials","Popular Essentials Red Poha",45,4,6,43,500,FALSE,500
253,"Cooking Essentials","Everest Kitchen King Masala",142,9,6,128,200,FALSE,200
254,"Cooking Essentials","Pillsbury Oven Cake Mix - Rich Chocolate",165,10,5,147,285,FALSE,285
255,"Cooking Essentials","Eastern Super Garam Masala",74,6,2,69,200,FALSE,200
256,"Cooking Essentials","Maggi Magic Cubes Extra Chicken",40,2,6,39,48,FALSE,48
257,"Cooking Essentials","Satyam Nighties Spices  Chilli Kashmiri",102,6,6,95,100,FALSE,100
258,"Cooking Essentials","Eastern Cumin Powder",49,2,6,48,100,FALSE,100
259,"Cooking Essentials","Popular Essentials Urad Gola White(Un-Polished)",90,10,6,81,500,FALSE,500
260,"Cooking Essentials","24 Mantra Organic Chana Dal",95,6,5,89,500,FALSE,500
261,"Cooking Essentials","Delight Nuts Cashew Roasted & Salted",425,20,6,340,200,FALSE,200
262,"Cooking Essentials","Popular Essentials Mace/Javitri",90,10,3,81,20,FALSE,20
263,"Cooking Essentials","Dlicia Whip Topping Bottle",235,27,5,171,1000,FALSE,1
264,"Cooking Essentials","Mother's Recipe Paste Ginger & Garlic",76,10,4,68,300,FALSE,300
265,"Cooking Essentials","24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle",410,10,6,369,1000,FALSE,1
266,"Cooking Essentials","Satyam Pulses Masur Dal",87,6,6,81,500,FALSE,500
267,"Cooking Essentials","Delight Nuts Pista Roasted & Salted",425,20,6,340,200,FALSE,200
268,"Cooking Essentials","Top Ramen Noodles, Atta",80,0,1,80,280,FALSE,280
269,"Cooking Essentials","Hershey's Cocoa Powder",95,0,5,95,70,FALSE,70
270,"Cooking Essentials","Praakritik Organic Singhara Atta",240,6,4,225,500,FALSE,500
271,"Cooking Essentials","Gits Veg Biryani Ready to Eat",110,10,6,99,265,FALSE,265
272,"Cooking Essentials","Delight Nuts Cranberries Sliced ",299,20,6,239,200,FALSE,200
273,"Cooking Essentials","Borges Durum Wheat Pasta Superior Quality",250,40,6,149,500,FALSE,500
274,"Cooking Essentials","Ceres Foods Laal Maas Instant Liquid Masala",220,50,5,110,200,FALSE,200
275,"Cooking Essentials","Popular Essentials Sattu Atta",90,12,3,79,500,FALSE,500
276,"Cooking Essentials","Popular Essentials Mustard Seeds Rai Yellow",25,0,5,25,100,FALSE,100
277,"Cooking Essentials","Praakritik Organic Extra Virgin Coconut Oil",150,10,5,134,100,FALSE,100
278,"Cooking Essentials","Praakritik Organic Garlic Powder",110,1,5,108,100,FALSE,100
279,"Cooking Essentials","Sugarfree Gold Low Calorie Sweetner ",125,5,6,118,100,FALSE,100
280,"Cooking Essentials","Aashirvaad Breakfast Instant Mix - Rice Idli",75,30,6,52,200,FALSE,200
281,"Cooking Essentials","Kitchens Of India Mutter Paneer",130,4,6,124,285,FALSE,285
282,"Cooking Essentials","Ching's Secret Veg Manchurian Masala",44,0,6,44,60,FALSE,60
283,"Cooking Essentials","Popular Essentials Jowa Flour",50,2,5,49,500,FALSE,500
284,"Cooking Essentials","Everest Shahi Biryani Masala",245,0,6,245,200,FALSE,200
285,"Cooking Essentials","Popular Essentials Black Til",50,6,4,47,100,FALSE,100
286,"Cooking Essentials","Popular Essentials Pancharatna Dal",80,10,6,72,500,FALSE,500
287,"Cooking Essentials","Saffola 100% Pure Honey",475,8,2,437,1000,FALSE,750
288,"Cooking Essentials","Popular Essentials Tamarind",150,14,6,128,500,FALSE,500
289,"Cooking Essentials","Gits Rice Dosa Instant Breakfast Mix",60,5,5,57,200,FALSE,200
290,"Cooking Essentials","Popular Essentials Poppy Seeds (Gasagase)",280,7,6,260,100,FALSE,100
291,"Cooking Essentials","Hershey's Hot Chocolate Powder",210,0,4,210,250,FALSE,250
292,"Cooking Essentials","Borges Farfalle Durum Wheat Pasta ",250,0,5,250,500,FALSE,500
293,"Cooking Essentials","Satyam Chilli  Bedgi",82,10,5,73,100,FALSE,100
294,"Cooking Essentials","Aashirvaad Instant Mix - Rice Dosa",75,30,6,52,200,FALSE,200
295,"Cooking Essentials","Hershey's Cocoa - Natural Unsweetened",270,10,4,243,225,FALSE,225
296,"Cooking Essentials","Weikfield Veg Jelly Crystals - Mango",45,2,6,44,90,FALSE,90
297,"Cooking Essentials","Praakritik Orrganic Cold Pressed Sesame Oil",130,10,5,117,100,FALSE,100
298,"Cooking Essentials","Amulya Dairy Whitener ",380,2,4,372,1000,FALSE,1
299,"Cooking Essentials","ITC Master Chef Hyderabadi Biryani",75,30,5,52,80,FALSE,80
300,"Cooking Essentials","Flying Bird Butter Scotch Essence",50,2,6,49,20,FALSE,20
301,"Cooking Essentials","Dabur Hommade - Ginger Paste",50,6,6,47,200,FALSE,200
302,"Cooking Essentials","Popular Essentials Green Peas (Un-Polished)",120,10,5,108,500,FALSE,500
303,"Cooking Essentials","Quaker Oats Pouch",276,10,6,248,1500,FALSE,1
304,"Cooking Essentials","24 Mantra Organic Urad White Whole",145,15,4,122,500,FALSE,500
305,"Cooking Essentials","Popular Essentials Guntur Chilli Stemless",40,2,2,39,100,FALSE,100
306,"Cooking Essentials","Popular Essentials Moth Whole",90,10,6,81,500,FALSE,500
307,"Cooking Essentials","Keya Pizza Seasoning",109,17,6,90,45,FALSE,45
308,"Cooking Essentials","Keya Piri Piri | Exotic Spices Mix",109,20,6,87,80,FALSE,80
309,"Cooking Essentials","24 Mantra Organic Moong Dal",135,7,6,125,500,FALSE,500
310,"Cooking Essentials","Betty Crocker French Vanilla Cake Mix",310,10,6,276,520,FALSE,520
311,"Cooking Essentials","Delight Nuts Dried Cranberries ",340,20,6,272,200,FALSE,200
